Event_Group_ID,Event_ID,Data_ID,Park_Code,Route,Start_Date,Year,Group_Index,Route Section,Route_Length,DistanceToDeer,Angle,DistanceFromRoad,Bucks,Doe,Fawn,Unknown,Total_Group,Import_Event_ID,Mileage,Time,Date_Time_Entered,Verified,Wind Speed,Sky,Moon_Phase,Temperature,Event_Notes
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{8E657F92-25AA-4649-A4D9-128EE358C92F},MONO,MONO,11/9/04,2004,254,Worthington Farm,3.42,45,90,45,1,,,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{250DA3D1-C2D7-454F-9975-DBB2A3663CA7},{A5F28831-250F-4411-AFB1-1F5C617259F8},MONO,MONO,11/9/04,2004,255,NRM,0.66,68,90,68,0,,1,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{250DA3D1-C2D7-454F-9975-DBB2A3663CA7},{950E8770-83A4-461F-ADBA-A50A4ED4BB30},MONO,MONO,11/9/04,2004,256,NRM,0.66,236,90,236,0,,1,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{250DA3D1-C2D7-454F-9975-DBB2A3663CA7},{92B9DB84-0D74-4B7B-BFAE-C63F0984F18B},MONO,MONO,11/9/04,2004,257,NRM,0.66,195,90,195,0,1,2,,3,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{250DA3D1-C2D7-454F-9975-DBB2A3663CA7},{89B2290E-BE0C-4B02-9568-1AF19FFBC96B},MONO,MONO,11/9/04,2004,258,NRM,0.66,45,90,45,0,,,1,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{250DA3D1-C2D7-454F-9975-DBB2A3663CA7},{4849C609-1B28-4EAC-B680-5F20EAE27CED},MONO,MONO,11/9/04,2004,259,NRM,0.66,69,90,69,0,1,,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{F8F606CA-1C58-49E9-A380-979E76ACA596},MONO,MONO,11/9/04,2004,260,Worthington Farm,3.42,34,90,34,,1,1,,2,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{ED2D0138-36C9-4750-AEF8-F9CE56D8611F},MONO,MONO,11/9/04,2004,261,Worthington Farm,3.42,56,90,56,,1,,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{EB077180-9ADD-45C1-9290-A5E0B3904A98},MONO,MONO,11/9/04,2004,262,Worthington Farm,3.42,18,90,18,,1,,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{E9C232EB-D485-4E67-AC2E-28C7C9A7E005},MONO,MONO,11/9/04,2004,263,Worthington Farm,3.42,46,90,46,,,,1,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{250DA3D1-C2D7-454F-9975-DBB2A3663CA7},{B6509909-EA93-4E4E-A00D-05E1012FC385},MONO,MONO,11/9/04,2004,264,NRM,0.66,78,90,78,0,1,,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{E5A00F69-9FE9-44B5-B3FC-7645EBDA3DCC},MONO,MONO,11/9/04,2004,265,Worthington Farm,3.42,15,90,15,,2,,,2,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{D6E7F2C3-DF4A-4913-B134-929AB1C9EAE8},MONO,MONO,11/9/04,2004,266,Worthington Farm,3.42,135,90,135,,,,1,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{A71AD399-767E-4BB2-AED2-493AE0BCE537},MONO,MONO,11/9/04,2004,267,Worthington Farm,3.42,191,90,191,,,,1,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{9035E298-0C0D-484B-9A81-1DB7CFB50AFA},MONO,MONO,11/9/04,2004,268,Worthington Farm,3.42,20,90,20,,,1,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{96171A82-A709-4C4F-86BC-E87FCBCEDFC5},MONO,MONO,11/9/04,2004,269,Worthington Farm,3.42,225,90,225,,,,1,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{250DA3D1-C2D7-454F-9975-DBB2A3663CA7},{92AC27D6-3E6F-4787-90C9-F9EE52C0ED0E},MONO,MONO,11/9/04,2004,270,NRM,0.66,75,90,75,0,,1,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{C7DA7250-3056-4F8E-BF8F-068B04711FD8},MONO,MONO,11/9/04,2004,271,Worthington Farm,3.42,47,90,47,,1,1,,2,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{9B368086-3437-4930-A1E4-E32EED340033},MONO,MONO,11/9/04,2004,272,Worthington Farm,3.42,166,90,166,,,,1,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{9FE4F7CA-0E7E-4144-A5A1-34036A75782D},MONO,MONO,11/9/04,2004,273,Worthington Farm,3.42,45,90,45,1,,,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{B2D5A840-025B-4A80-9423-77989173B872},MONO,MONO,11/9/04,2004,274,Worthington Farm,3.42,205,90,205,,,,1,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{B599B26E-2EA3-42DC-A8F7-6DF4C090C9AA},MONO,MONO,11/9/04,2004,275,Worthington Farm,3.42,29,90,29,,2,,1,3,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{C2905A4E-2AE9-46F7-913E-524D3839124C},MONO,MONO,11/9/04,2004,276,Worthington Farm,3.42,40,90,40,,1,,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{B6F21467-8390-4FBB-973F-6603E5A31865},MONO,MONO,11/9/04,2004,277,Worthington Farm,3.42,43,90,43,,1,,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{C6D81A94-EC0E-44EA-97AD-A02839471A3C},MONO,MONO,11/9/04,2004,278,Worthington Farm,3.42,74,90,74,,,1,,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{C475CBDC-2951-4F78-8C55-528773BA518E},MONO,MONO,11/9/04,2004,279,Worthington Farm,3.42,87,90,87,,,,1,1,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{B79C766A-6995-4D21-BBD0-00E3CD0E2F65},MONO,MONO,11/9/04,2004,280,Worthington Farm,3.42,65,90,65,,2,,,2,,,,12/9/09,TRUE
{C13CDD1A-A0D8-4B94-9E1B-B853C4999897},{13211F02-10AB-4EC6-A1FB-4E86CBDEF97F},{C3F89745-4A74-4499-A7A8-58FB284C5536},MONO,MONO,11/9/04,2004,281,Worthington Farm,3.42,230,90,230,,,,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{82AAD5B2-3A3B-41AB-9799-99AE3AA7650F},MONO,MONO,11/10/04,2004,282,Brooks Hill,1.84,20,90,20,0,1,1,0,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{31288721-004E-40C1-9DE7-A6EAD8E3C85A},MONO,MONO,11/10/04,2004,283,Brooks Hill,1.84,42,90,42,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{3B980A92-D348-406C-9914-40C0AC8F5FA4},MONO,MONO,11/10/04,2004,284,Brooks Hill,1.84,205,90,205,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{872D3752-8A9D-4B17-88C8-A2A34AC71D0A},MONO,MONO,11/10/04,2004,285,Brooks Hill,1.84,70,90,70,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{428D5663-E8F2-4409-8DCE-CC90EB962471},MONO,MONO,11/10/04,2004,286,Brooks Hill,1.84,130,90,130,0,0,0,2,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{5AD2E895-6843-4BC5-AF0C-74D4551BAB0E},MONO,MONO,11/10/04,2004,287,Brooks Hill,1.84,63,90,63,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{5E348B17-FDF5-4C17-9EC8-79B9F21C1316},MONO,MONO,11/10/04,2004,288,Brooks Hill,1.84,59,90,59,0,1,1,0,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{618F3CE5-BEBE-4C69-9172-DA472A818198},MONO,MONO,11/10/04,2004,289,Brooks Hill,1.84,52,90,52,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{52F74EF4-DA72-4D26-9EE9-8F5DB5B01985},MONO,MONO,11/10/04,2004,290,NRM,0.66,38,90,38,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{7B3BB35C-0947-43D4-80DE-112F8BD1D72B},MONO,MONO,11/10/04,2004,291,Brooks Hill,1.84,12,90,12,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{84C1A3B9-8A7B-48C0-B9C6-4E1DF4BFB653},MONO,MONO,11/10/04,2004,292,Brooks Hill,1.84,26,90,26,0,0,0,2,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{6C2FBCDA-E032-4DD3-914A-334315EE822F},MONO,MONO,11/10/04,2004,293,NRM,0.66,25,90,25,0,1,2,0,3,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{2AC15BC9-BA9F-4D06-8F0A-AEB2665B5831},MONO,MONO,11/10/04,2004,294,Brooks Hill,1.84,81,90,81,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{70244595-71CD-4CB0-A837-17901E2B7105},MONO,MONO,11/10/04,2004,295,Brooks Hill,1.84,20,90,20,0,2,1,0,3,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{C9AF69C9-175F-4099-BDA1-41AF54A3094E},MONO,MONO,11/10/04,2004,296,NRM,0.66,98,90,98,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{8535F219-6A61-4BEF-B90B-A34FBF94088C},MONO,MONO,11/10/04,2004,297,Thomas Farm,1.57,189,90,189,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{88AEF4DD-E04B-461B-B7D0-418B5B615DB1},MONO,MONO,11/10/04,2004,298,Brooks Hill,1.84,125,90,125,0,0,0,2,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{748441FE-F8A2-49FA-8DC3-B40A01460A79},MONO,MONO,11/10/04,2004,299,NRM,0.66,65,90,65,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{7E6CFEBA-28C0-41DC-AEC6-8AAE93829141},MONO,MONO,11/10/04,2004,300,NRM,0.66,30,90,30,0,1,1,0,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{95BB48EC-06BB-4DD6-B05E-52149A4C6EB7},MONO,MONO,11/10/04,2004,301,NRM,0.66,62,90,62,1,0,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{AA0EE9C1-9342-418B-A493-888F4F62AA63},MONO,MONO,11/10/04,2004,302,NRM,0.66,166,90,166,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{7B529EC3-8FCF-4332-9DD3-729A3463217E},MONO,MONO,11/10/04,2004,303,NRM,0.66,30,90,30,0,1,2,0,3,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{C92EF728-5C0A-4A3F-BCA6-E8CEED241DE2},MONO,MONO,11/10/04,2004,304,NRM,0.66,5,90,5,0,1,1,0,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{25BE0217-BAC2-4097-91E5-8D953BB962F6},MONO,MONO,11/10/04,2004,305,Brooks Hill,1.84,126,90,126,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{D3F9857C-98FA-4D0F-8F13-43ED065CEAB2},MONO,MONO,11/10/04,2004,306,NRM,0.66,105,90,105,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{F66386BE-0B4B-497E-9276-D0994A20F1F5},MONO,MONO,11/10/04,2004,307,NRM,0.66,102,90,102,0,0,1,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{FDC8EACE-4E03-4BC7-8BDB-0AFD0CFE987F},MONO,MONO,11/10/04,2004,308,NRM,0.66,105,90,105,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{0D2483D6-46F9-4D13-A620-BF3CA6911F5E},MONO,MONO,11/10/04,2004,309,Brooks Hill,1.84,120,90,120,0,0,0,2,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{1377E8DE-603D-448D-9A37-C4EBCF2775FA},MONO,MONO,11/10/04,2004,310,Brooks Hill,1.84,205,90,205,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{175E8ED8-7DDD-4D7A-947D-E3A0BC186A47},MONO,MONO,11/10/04,2004,311,Brooks Hill,1.84,177,90,177,1,0,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{21098EFF-F91C-4DCF-A181-026E26B5D088},MONO,MONO,11/10/04,2004,312,Brooks Hill,1.84,127,90,127,0,0,0,2,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{AEF474C2-E83C-4C00-90AD-88668AF40364},MONO,MONO,11/10/04,2004,313,NRM,0.66,149,90,149,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{5AF2B8F4-D355-4EC8-A19D-641389EB9A74},MONO,MONO,11/10/04,2004,314,Thomas Farm,1.57,53,90,53,0,1,1,0,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{730149BE-8D88-4998-B233-05CCE5348E83},MONO,MONO,11/10/04,2004,315,Thomas Farm,1.57,275,90,275,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{76CF32C3-FE7C-44B5-8C51-7E001E8CA80C},{CC80BC40-9F83-40D6-AC1A-C74B1BF8CA15},MONO,MONO,11/10/04,2004,316,Lewis Farm (East),0.98,60,90,60,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{76CF32C3-FE7C-44B5-8C51-7E001E8CA80C},{E41E7274-F634-4EDB-B962-8FD8DA758EC6},MONO,MONO,11/10/04,2004,317,Lewis Farm (East),0.98,20,90,20,0,0,2,0,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{03B95785-D4CA-4BCC-AB9D-CD38A3318D32},MONO,MONO,11/10/04,2004,318,Thomas Farm,1.57,188,90,188,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{120BB0E7-95E7-4912-9C2F-091EC84BA1EB},MONO,MONO,11/10/04,2004,319,Thomas Farm,1.57,145,90,145,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{14AB0B11-F29A-4959-8014-C930F45DC45A},MONO,MONO,11/10/04,2004,320,Thomas Farm,1.57,188,90,188,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{76CF32C3-FE7C-44B5-8C51-7E001E8CA80C},{99CC3B4B-A3C2-4699-A832-0E6DF4711E43},MONO,MONO,11/10/04,2004,321,Lewis Farm (East),0.98,63,90,63,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{2BCDC2AA-5003-4FB4-A979-8B7521839563},MONO,MONO,11/10/04,2004,322,Thomas Farm,1.57,93,90,93,0,1,1,0,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{76CF32C3-FE7C-44B5-8C51-7E001E8CA80C},{89FD3504-890D-4EE7-82C8-7E4020FC5B56},MONO,MONO,11/10/04,2004,323,Lewis Farm (East),0.98,40,90,40,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{6F2AB9B8-D684-4D67-BC79-4A3745E2AA37},MONO,MONO,11/10/04,2004,324,Thomas Farm,1.57,0,90,0,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{44A5A2A1-D718-417D-823D-B37958C9D924},{263CCA92-09F9-4CD4-8CB6-879CE427599A},MONO,MONO,11/10/04,2004,325,NRM,0.66,44,90,44,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{8043810F-B5CE-4B88-8B2E-D8772F4F8002},MONO,MONO,11/10/04,2004,326,Thomas Farm,1.57,106,90,106,1,0,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{1D1C34FA-38CD-4860-A4AA-D16F25684EB6},{99F1806B-5469-4212-8AD9-6503C5CA4334},MONO,MONO,11/10/04,2004,327,Worthington Farm,3.42,67,90,67,0,0,1,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{AC45BF74-90DC-4383-A610-9D8DAF98E075},MONO,MONO,11/10/04,2004,328,Thomas Farm,1.57,0,90,0,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{B6210D09-A7FF-453E-B974-37C8C258DA5D},MONO,MONO,11/10/04,2004,329,Thomas Farm,1.57,8,90,8,1,0,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{EB140860-D92B-4D7F-AD4B-F96329698541},{1FC3EC13-8F8B-40E0-B54B-B334E22858A6},MONO,MONO,11/10/04,2004,330,Thomas Farm,1.57,73,90,73,0,0,2,0,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{E6FBECE2-ACE2-406E-9F06-A3FF60CEEA37},MONO,MONO,11/10/04,2004,331,Brooks Hill,1.84,175,90,175,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{9A75B214-64CB-4300-8302-E1EF927AC6A4},MONO,MONO,11/10/04,2004,332,Brooks Hill,1.84,125,90,125,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{A73CDE95-CCA6-406E-B3AF-80BE1460661B},MONO,MONO,11/10/04,2004,333,Brooks Hill,1.84,113,90,113,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{B68400A2-643B-44C8-B1C0-33B518F5B958},MONO,MONO,11/10/04,2004,334,Brooks Hill,1.84,132,90,132,0,0,0,2,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{BD65034E-95A7-49F2-BB6F-3B6D0187E689},MONO,MONO,11/10/04,2004,335,Brooks Hill,1.84,87,90,87,0,0,1,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{CC076E39-8D35-47CA-9440-630E37D2AC8F},MONO,MONO,11/10/04,2004,336,Brooks Hill,1.84,45,90,45,0,1,1,0,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{E34AC290-56F9-445D-B814-4E8B07C0A964},MONO,MONO,11/10/04,2004,337,Brooks Hill,1.84,66,90,66,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{76CF32C3-FE7C-44B5-8C51-7E001E8CA80C},{9F044660-457A-44F8-8A48-EF94536E06E0},MONO,MONO,11/10/04,2004,338,Lewis Farm (East),0.98,40,90,40,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{E68C378B-B7E5-4751-B258-A0FAF6EF705F},MONO,MONO,11/10/04,2004,339,Brooks Hill,1.84,150,90,150,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{9535531F-48A0-4FA4-A37C-C038F420738B},MONO,MONO,11/10/04,2004,340,Brooks Hill,1.84,87,90,87,0,1,2,0,3,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{F4277FDE-FF50-4737-B57B-57BEC5077A5F},MONO,MONO,11/10/04,2004,341,Brooks Hill,1.84,44,90,44,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{76CF32C3-FE7C-44B5-8C51-7E001E8CA80C},{10032AD6-DB94-43E6-BE47-9F596E88DEFF},MONO,MONO,11/10/04,2004,342,Lewis Farm (East),0.98,40,90,40,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{76CF32C3-FE7C-44B5-8C51-7E001E8CA80C},{4A338A75-9ED7-4D0C-9294-9CF4606706D2},MONO,MONO,11/10/04,2004,343,Lewis Farm (East),0.98,234,90,234,0,0,0,2,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{76CF32C3-FE7C-44B5-8C51-7E001E8CA80C},{62804DF4-009A-42BD-8F77-50E801E22D74},MONO,MONO,11/10/04,2004,344,Lewis Farm (East),0.98,43,90,43,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{76CF32C3-FE7C-44B5-8C51-7E001E8CA80C},{647D00FB-8C38-4F66-A909-A692FE4330F1},MONO,MONO,11/10/04,2004,345,Lewis Farm (East),0.98,39,90,39,0,1,0,0,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{76CF32C3-FE7C-44B5-8C51-7E001E8CA80C},{7D0F0BA1-001C-40F0-B84D-4C4BA32CF9DE},MONO,MONO,11/10/04,2004,346,Lewis Farm (East),0.98,40,90,40,0,0,0,1,1,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{57CB81C9-15A6-4A78-8F50-F58E7DF16A72},{E3C1D48E-D5C4-405F-97E2-3E32301F524B},MONO,MONO,11/10/04,2004,347,Brooks Hill,1.84,130,90,130,0,0,0,2,2,,,,12/9/09,TRUE
{6183B0AD-F822-40B0-BDD8-591840D9646E},{1D1C34FA-38CD-4860-A4AA-D16F25684EB6},{5838C72D-A68A-426A-BE6D-F73307FFAD88},MONO,MONO,11/10/04,2004,348,Worthington Farm,3.42,30,90,30,0,1,0,0,1,,,,12/9/09,TRUE
